"1.","William Trubridge","https://athletes.aidainternational.org/Profile-749ff4c9-7676-43bc-b668-de6d5d66e550","(New Zealand)","102 m","102 m","102","0","2016-07-14","World Record Attempt - William Trubridge","https://events.aidainternational.org/EventResults-12"
"270.","Ding Feng Liu","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000014b0","(China)","50 m","50 m","50","0","2016-05-02","Freedive Panglao Depth Challenge","https://events.aidainternational.org/EventResults-136"
"271.","Markus Helm","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000b3d","(Austria)","50 m","50 m","50","0","2016-05-02","Freedive Panglao Depth Challenge","https://events.aidainternational.org/EventResults-136"
"272.","Thomas Gilmore","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000001623","(United States)","50 m","50 m","50","0","2016-05-14","Deja Blue 7","https://events.aidainternational.org/EventResults-181"
"273.","Jack Hatfield","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000010d0","(Australia)","50 m","50 m","50","0","2016-11-15","Australian Depth National Freediving Championship 2016","https://events.aidainternational.org/EventResults-123"
"274.","Shell Eisenberg","https://athletes.aidainternational.org/Profile-d0585a1a-6ad5-412b-b7b7-c9f6ff0a48bd","(United States)","50 m","50 m","50","0","2017-04-18","NIRVANA - INNERSEA DEPTH CONTEST","https://events.aidainternational.org/EventResults-215"
"275.","Claire Beatrix Paris","https://athletes.aidainternational.org/Profile-120037d8-ea6b-4fee-b923-89d1cc4acc82","(United States)","50 m","50 m","50","0","2017-05-09","Vertical Blue 2017","https://events.aidainternational.org/EventResults-1884"
"276.","Adam Sellars","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000001741","(Australia)","50 m","50 m","50","0","2017-08-19","Caribbean Cup 2017","https://events.aidainternational.org/EventResults-1954"
"277.","Chen Haixiong","https://athletes.aidainternational.org/Profile-ad6730d7-c3bb-4a9e-8274-e483e1b70f6c","(China)","50 m","50 m","50","0","2018-02-24","2018 OneFreedive depth challange","https://events.aidainternational.org/EventResults-2035"
"278.","Bongjoo Kwak","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000199a","(Republic of Korea)","50 m","50 m","50","0","2018-06-09","Asian Freediving Cup 2018","https://events.aidainternational.org/EventResults-2015"
"279.","Sacha Porte","https://athletes.aidainternational.org/Profile-cea3a540-5dec-4988-8106-1c686b610106","(Belgium)","50 m","50 m","50","0","2018-08-30","Red C cup (11th Edition)","https://events.aidainternational.org/EventResults-2153"
"280.","Dean Chipolina","https://athletes.aidainternational.org/Profile-b2e23e26-7658-4e55-a5b1-5b88ce0826bf","(United Kingdom)","50 m","50 m","50","0","2018-09-21","Molchanova Grand Prix","https://events.aidainternational.org/EventResults-2213"
"281.","Marc Anop","https://athletes.aidainternational.org/Profile-71f74294-ad7f-4e81-8985-c4ac6ad8f91a","(United States)","50 m","50 m","50","0","2018-09-22","Apnea Association of Singapore Depth Championship 2018","https://events.aidainternational.org/EventResults-2134"
"282.","Omar Al Ghailani","https://athletes.aidainternational.org/Profile-e3988acb-8f7e-4ea1-be32-ca2423f1595a","(Oman)","50 m","50 m","50","0","2018-10-21","Kingdom Depth Competition 2018","https://events.aidainternational.org/EventResults-2238"
"283.","Cesar Bettencourt","https://athletes.aidainternational.org/Profile-b169d1b6-695d-4371-9479-b5378c761ce2","(Portugal)","50 m","50 m","50","0","2018-11-11","FREEDIVING ATLANTIC CUP 2018","https://events.aidainternational.org/EventResults-2216"
"284.","Carlos Diezel","https://athletes.aidainternational.org/Profile-cde8b964-e2de-48d6-8fe9-0fb9863932a4","(Brazil)","50 m","50 m","50","0","2019-05-31","DahabApnea Spring Comp","https://events.aidainternational.org/EventResults-2395"
"285.","Yong Fei Lim","https://athletes.aidainternational.org/Profile-70072a6b-9f9d-4ed5-8c27-efb7c42f884b","(Malaysia)","50 m","50 m","50","0","2019-06-09","Asian Freediving Cup 2019","https://events.aidainternational.org/EventResults-2297"
"286.","Jinyi Zhu","https://athletes.aidainternational.org/Profile-b1b6df58-51cd-4fcc-a316-0b2198f52979","(China)","50 m","50 m","50","0","2019-06-11","Asian Freediving Cup 2019","https://events.aidainternational.org/EventResults-2297"
"287.","Charalambos Mitsopoulos","https://athletes.aidainternational.org/Profile-16e5e782-9e09-4b4d-83d9-905410f5a5c9","(Greece)","50 m","50 m","50","0","2019-09-01","AIDA Kalamata Open Games","https://events.aidainternational.org/EventResults-2558"
"288.","Lily Crespy","https://athletes.aidainternational.org/Profile-b6716158-6e10-4fdd-a423-671791fe4000","(France)","50 m","50 m","50","0","2019-09-06","AIDA Dahab Championship  2nd","https://events.aidainternational.org/EventResults-2456"
"289.","Vladimir Kravchenko","https://athletes.aidainternational.org/Profile-4431feb7-b450-487f-a0c7-97bdfc9d528e","(Russian Federation)","50 m","50 m","50","0","2019-09-27","AIDA Azul freediving challenge","https://events.aidainternational.org/EventResults-2553"
"290.","Peter Abaji","https://athletes.aidainternational.org/Profile-e981496a-fa81-49f8-8beb-9658cbdc6d3d","(Sweden)","50 m","50 m","50","0","2019-09-29","AIDA Azul freediving challenge","https://events.aidainternational.org/EventResults-2553"
"291.","Lin Lan Lien","https://athletes.aidainternational.org/Profile-83e436ef-f331-403a-85e3-c2cda2788a3c","(Taiwan)","50 m","50 m","50","0","2019-10-20","AIDA OceanQuest Curaçao","https://events.aidainternational.org/EventResults-2578"
"292.","Martin Zapanta","https://athletes.aidainternational.org/Profile-af62b4e2-a048-4012-afcd-8e9c6026f27d","(Philippines)","50 m","50 m","50","0","2019-11-06","AIDA SABANG INTERNATIONAL FREEDIVING COMPETITION 2019","https://events.aidainternational.org/EventResults-2595"
"293.","Anqi Lim","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000001901","(Singapore)","50 m","50 m","50","0","2019-11-07","AIDA SABANG INTERNATIONAL FREEDIVING COMPETITION 2019","https://events.aidainternational.org/EventResults-2595"
"294.","Allison Penovich","https://athletes.aidainternational.org/Profile-576828ac-53b5-4b6e-a7bf-f01f1e84cc37","(United States)","50 m","50 m","50","0","2019-11-07","AIDA SABANG INTERNATIONAL FREEDIVING COMPETITION 2019","https://events.aidainternational.org/EventResults-2595"
"295.","Hoon Choi","https://athletes.aidainternational.org/Profile-013c6034-e437-4bf9-a933-4cf752cfe850","(Republic of Korea)","50 m","50 m","50","0","2019-11-23","2019 Only Depth Challenge","https://events.aidainternational.org/EventResults-2435"
"296.","Thibault Guignes","https://athletes.aidainternational.org/Profile-9d881488-353e-4d20-80cc-68829ca367c9","(France)","50 m","50 m","50","0","2019-11-26","AIDA Blue Element 2019","https://events.aidainternational.org/EventResults-2566"
"297.","David Mulheron","https://athletes.aidainternational.org/Profile-cb971455-097f-49af-9eb1-7a68100710e1","(Australia)","60 m","65 m","49","11","2019-11-09","AIDA Egyptian National Championships","https://events.aidainternational.org/EventResults-2457"
"298.","Alfredo Romo Hernandez","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000cfc","(Mexico)","50 m","50 m","49","1","2010-04-27","Vertical Blue 2010 - the Suunto Dive-Off","https://events.aidainternational.org/EventResults-1557"
"299.","Mitsuhiro Kojima","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000eeb","(Japan)","49 m","49 m","49","0","2014-11-27","Suunto Vertical Blue","https://events.aidainternational.org/EventResults-1563"
"300.","Chiara Obino","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000014b9","(Italy)","49 m","49 m","49","0","2015-05-25","FreedivingWorld Competition","https://events.aidainternational.org/EventResults-1046"
"301.","Wesley Lapp","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000071a","(United States)","48 m","48 m","48","0","2007-04-29","CAFA & USAA cosponsored national with guests","https://events.aidainternational.org/EventResults-1507"
"302.","Simo Kurra","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000044e","(Finland)","48 m","48 m","48","0","2007-10-27","4th AIDA Individual World Championship","https://events.aidainternational.org/EventResults-955"
"303.","Irina Smolentseva","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000006f1","(Russian Federation)","48 m","48 m","48","0","2012-06-06","5th Mediterranean World Cup","https://events.aidainternational.org/EventResults-921"
"304.","Alexey Mikhaylov","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000f54","(Russian Federation)","48 m","48 m","48","0","2014-05-15","Russian National","https://events.aidainternational.org/EventResults-1032"
"305.","Frida Lemus","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000012ef","(Mexico)","48 m","48 m","48","0","2014-05-25","Caribbean Cup 2014","https://events.aidainternational.org/EventResults-1581"
"306.","Robert Woltmann","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000001587","(Germany)","48 m","48 m","48","0","2015-09-11","2015 AIDA Depth World Championships","https://events.aidainternational.org/EventResults-1199"
"307.","Ilka Michaelis","https://athletes.aidainternational.org/Profile-672e097a-1a06-4415-808f-abdaf9adc872","(Germany)","48 m","48 m","48","0","2016-05-01","Freedive Panglao Depth Challenge","https://events.aidainternational.org/EventResults-136"
"308.","David Velásquez","https://athletes.aidainternational.org/Profile-fa8246a5-2978-46c8-8995-bc380d5d3b97","(Colombia)","48 m","48 m","48","0","2016-11-22","COPA AIDA DELPHINUS 2016","https://events.aidainternational.org/EventResults-31"
"309.","Leo Tsz Wai Leung","https://athletes.aidainternational.org/Profile-2aecee6f-7505-4438-bd22-67e85f8ba01a","(Hong Kong)","48 m","48 m","48","0","2019-06-09","Asian Freediving Cup 2019","https://events.aidainternational.org/EventResults-2297"
"310.","Sabine Collinet","https://athletes.aidainternational.org/Profile-47f76c95-f98b-4c2f-82e8-3a8744a19c24","(France)","48 m","48 m","48","0","2019-06-22","NICE ABYSS CONTEST 2019","https://events.aidainternational.org/EventResults-2426"
"311.","Junichi Kawanami","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000012de","(Japan)","48 m","48 m","48","0","2019-09-18","AIDA Apnea Association of Singapore  Depth Competition Bali 2019","https://events.aidainternational.org/EventResults-2492"
"312.","Marine Simonis","https://athletes.aidainternational.org/Profile-b3cd6285-f8d2-4804-b964-c3ccd9945752","(Belgium)","48 m","48 m","48","0","2019-11-07","AIDA SABANG INTERNATIONAL FREEDIVING COMPETITION 2019","https://events.aidainternational.org/EventResults-2595"
"313.","Nicolas Winkler","https://athletes.aidainternational.org/Profile-2d8a9db6-e791-43a2-8091-71bdf7ed3c6a","(Grenada)","48 m","48 m","48","0","2019-11-26","AIDA Blue Element 2019","https://events.aidainternational.org/EventResults-2566"
"314.","Adrien Talbot","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000029b","(France)","47 m","47 m","47","0","2007-08-14","Nordic Deep with Six Competitions in One","https://events.aidainternational.org/EventResults-381"
"315.","Karla Fabrio","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000524","(Croatia)","47 m","47 m","47","0","2008-06-10","Triple Depth 2008","https://events.aidainternational.org/EventResults-956"
"316.","Frank Pernett","https://athletes.aidainternational.org/Profile-b0313d59-c732-48af-b5d2-668ea8cd4d1b","(Colombia)","47 m","47 m","47","0","2009-04-03","Vertical Blue 2009","https://events.aidainternational.org/EventResults-1553"
"317.","Luka Pengov","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000048d","(Slovenia)","47 m","47 m","47","0","2009-07-03","Rab Dive Off 2009","https://events.aidainternational.org/EventResults-1522"
"318.","Pavel Alcocer","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000009c2","(Venezuela)","47 m","47 m","47","0","2009-12-03","5th AIDA Individual World Championship 2009","https://events.aidainternational.org/EventResults-1554"
"319.","Jason Weller-Barrett","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000009c1","(Spain)","47 m","47 m","47","0","2009-12-03","5th AIDA Individual World Championship 2009","https://events.aidainternational.org/EventResults-1554"
"320.","Ralf Wissel","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000c1b","(Germany)","47 m","47 m","47","0","2012-10-20","TRIPLE DEPTH 2012","https://events.aidainternational.org/EventResults-357"
"321.","Alejandro Guedez","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000009a4","(Venezuela)","47 m","47 m","47","0","2012-11-20","Suunto Vertical Blue 2012","https://events.aidainternational.org/EventResults-715"
"322.","Philippe Taglioferri","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000009e4","(France)","47 m","47 m","47","0","2014-06-12","Nice Abyss Contest 2014","https://events.aidainternational.org/EventResults-904"
"323.","Delphine Dupont","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000119e","(France)","47 m","47 m","47","0","2015-06-20","Nice Abyss Contest 2015","https://events.aidainternational.org/EventResults-910"
"324.","Lui Ding Feng","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000001ab2","(China)","47 m","47 m","47","0","2016-01-31","2nd S.E.A Freediving Challenge","https://events.aidainternational.org/EventResults-244"
"325.","Erki Enkvist","https://athletes.aidainternational.org/Profile-1300f3a7-9a11-470b-a199-3bb9f488c6f9","(Estonia)","47 m","47 m","47","0","2016-10-03","Infinity Depth Games II","https://events.aidainternational.org/EventResults-40"
"326.","Brandon Hendrickson","https://athletes.aidainternational.org/Profile-02bd1772-bc0b-4dcd-9d3a-b092f3817b69","(United States)","47 m","47 m","47","0","2017-05-18","Deja Blue 8","https://events.aidainternational.org/EventResults-247"
"327.","Jules Bernard","https://athletes.aidainternational.org/Profile-c1e80df8-b0d3-4cac-9682-ded09f174f1f","(France)","47 m","47 m","47","0","2017-07-22","Nice Abyss Contest 2017","https://events.aidainternational.org/EventResults-199"
"328.","Shuichi Goto","https://athletes.aidainternational.org/Profile-f3b0d150-8865-40a1-88d9-e5d2030c029d","(Japan)","47 m","47 m","47","0","2017-08-19","Caribbean Cup 2017","https://events.aidainternational.org/EventResults-1954"
"329.","Youngtae Kim","https://athletes.aidainternational.org/Profile-7b7b6eec-3b33-4a97-bf23-86669f8ba926","(Republic of Korea)","47 m","47 m","47","0","2019-08-24","AIDA Freedive Panglao Korean Cup 2019","https://events.aidainternational.org/EventResults-2529"
"330.","Shoval Astamker","https://athletes.aidainternational.org/Profile-621b5931-b4c8-417d-ad8b-e04f387b5da9","(Israel)","47 m","47 m","47","0","2019-10-19","Infinity Depth Games 5","https://events.aidainternational.org/EventResults-2274"
"331.","Jung A Kim","https://athletes.aidainternational.org/Profile-f4d7a811-dbcc-428b-98ba-d6940b594701","(Republic of Korea)","47 m","47 m","47","0","2019-11-07","AIDA SABANG INTERNATIONAL FREEDIVING COMPETITION 2019","https://events.aidainternational.org/EventResults-2595"
"332.","Marcin Baranowski","https://athletes.aidainternational.org/Profile-9e806e8e-1972-4e26-ab89-47febc2a14f5","(Poland)","47 m","47 m","46","1","2019-08-17","Crystal Clear Water Competition","https://events.aidainternational.org/EventResults-2416"
"333.","Brent Pascall","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000000f7","(Canada)","46 m","46 m","46","0","2004-10-09","CAFA Western Regional Competition","https://events.aidainternational.org/EventResults-1072"
"334.","Klara Hansson","https://athletes.aidainternational.org/Profile-14062f5a-7c14-4766-9f5d-dc7d2b9750df","(Sweden)","46 m","46 m","46","0","2009-11-24","Deans Blue Hole Rehearsal","https://events.aidainternational.org/EventResults-1556"
"335.","Chris Marshall","https://athletes.aidainternational.org/Profile-5cefa3f1-626a-401c-a621-89e38ec7e9c0","(New Zealand)","46 m","46 m","46","0","2009-12-03","5th AIDA Individual World Championship 2009","https://events.aidainternational.org/EventResults-1554"
"336.","Philippe Beauchamp","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000082f","(Canada)","46 m","46 m","46","0","2010-06-14","3rd Mediterranean Freediving Meeting","https://events.aidainternational.org/EventResults-1478"
"337.","Morten Rosenvold Villadsen","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000924","(Denmark)","46 m","46 m","46","0","2010-08-14","Nordic Deep 2010","https://events.aidainternational.org/EventResults-392"
"338.","Božidar Petani","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000008ec","(Croatia)","46 m","46 m","46","0","2010-09-26","Rab Dive Off 2010","https://events.aidainternational.org/EventResults-1524"
"339.","Carla Hanson","https://athletes.aidainternational.org/Profile-25263da4-2b0d-4eed-b9d5-ad519dbb2067","(United States)","46 m","46 m","46","0","2011-04-17","Vertical Blue 2011","https://events.aidainternational.org/EventResults-1558"
"340.","Michael Naef","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000dbd","(Switzerland)","46 m","46 m","46","0","2011-06-23","Triple Depth 2011","https://events.aidainternational.org/EventResults-980"
"341.","Kousuke Okamoto","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000325","(Japan)","46 m","46 m","46","0","2014-11-27","Suunto Vertical Blue","https://events.aidainternational.org/EventResults-1563"
"342.","Aolin Wang","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000001284","(China)","46 m","46 m","46","0","2015-09-11","2015 AIDA Depth World Championships","https://events.aidainternational.org/EventResults-1199"
"343.","Mikhael Dominico","https://athletes.aidainternational.org/Profile-20dc0ba8-05d1-4ea9-b6a3-31de1323f3fd","(Indonesia)","46 m","46 m","46","0","2017-06-05","Asian Freediving Cup 2017","https://events.aidainternational.org/EventResults-277"
"344.","Agata Bogusz","https://athletes.aidainternational.org/Profile-4d5e18c2-a342-4a37-b77f-cd275628d720","(Poland)","46 m","46 m","46","0","2017-07-28","Freedive Panglao July 2017 Minicompetition","https://events.aidainternational.org/EventResults-1930"
"345.","Tony Helm","https://athletes.aidainternational.org/Profile-ecf96ed5-cc8d-4e62-9bfa-a94dbc045d30","(Greece)","46 m","46 m","46","0","2017-09-20","Authentic Big Blue","https://events.aidainternational.org/EventResults-242"
"346.","Maria Olshevskaya","https://athletes.aidainternational.org/Profile-58b91497-16ea-46cf-9f71-48f6f746816c","(Russian Federation)","46 m","46 m","46","0","2017-11-29","Sail Sabang Freediving Competition 2017","https://events.aidainternational.org/EventResults-1958"
"347.","Ahmed Wahba","https://athletes.aidainternational.org/Profile-52fa3591-8a03-4d4f-a802-ceeb86c57d9a","(Egypt)","46 m","46 m","46","0","2018-05-30","Red C cup (10th edition)","https://events.aidainternational.org/EventResults-2005"
"348.","Michael  Nelson","https://athletes.aidainternational.org/Profile-aef05632-f84c-4a8b-a54b-37b73917678e","(Thailand)","46 m","46 m","46","0","2018-11-07","Sabang International Freediving Competition 2018","https://events.aidainternational.org/EventResults-2202"
"349.","Amerigo Morán","https://athletes.aidainternational.org/Profile-9c45c58e-467f-47ad-9143-3ae7fba52f9b","(Guatemala)","46 m","46 m","46","0","2019-04-27","Xibalba 2019","https://events.aidainternational.org/EventResults-2273"
"350.","Eldio Gulisan","https://athletes.aidainternational.org/Profile-6aff2737-5cff-4f6f-85be-00ef0373c629","(Philippines)","46 m","46 m","46","0","2019-09-07","AIDA Freedive Panglao Japanese Cup 2019","https://events.aidainternational.org/EventResults-2531"
"351.","Valeriy Kovalenko","https://athletes.aidainternational.org/Profile-e5b99d4c-4c71-40ba-b6de-8305685be21d","(Latvia)","46 m","46 m","46","0","2019-10-18","Infinity Depth Games 5","https://events.aidainternational.org/EventResults-2274"
"352.","Georgina Miller","https://athletes.aidainternational.org/Profile-b35205cf-e12e-42a9-997f-f49a63b38b72","(United Kingdom)","46 m","46 m","46","0","2019-11-24","AIDA Blue Element 2019","https://events.aidainternational.org/EventResults-2566"
"353.","Argyris Halimas","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000499","(Greece)","45 m","45 m","45","0","2007-07-15","AIDA Hellas Summer Event 2007","https://events.aidainternational.org/EventResults-1464"
"354.","Patrick Schnorf","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000034b","(Switzerland)","45 m","45 m","45","0","2007-10-21","Triple Depth","https://events.aidainternational.org/EventResults-954"
"355.","Miguelangel Hernàndez","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000005c5","(Venezuela)","45 m","45 m","45","0","2007-10-27","4th AIDA Individual World Championship","https://events.aidainternational.org/EventResults-955"
"356.","Luis Turrent","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000057d","(Mexico)","45 m","45 m","45","0","2008-06-20","AIDA Mexico Xibalba 2008","https://events.aidainternational.org/EventResults-1211"
"357.","Bjarte Nygard","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000923","(Norway)","45 m","45 m","45","0","2009-04-21","(in progress) Bizzy Blue Hole 2009","https://events.aidainternational.org/EventResults-962"
"358.","Sofus Kreutzmann","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000561","(Denmark)","45 m","45 m","45","0","2009-06-22","2nd Mediterranean Freediving Meeting","https://events.aidainternational.org/EventResults-1470"
"359.","Olga Surykova","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000531","(Russian Federation)","45 m","45 m","45","0","2011-09-15","AIDA Individual Depth World Championship 2011","https://events.aidainternational.org/EventResults-917"
"360.","Ben Weiss","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000a9c","(United States)","45 m","45 m","45","0","2012-05-04","Deja Blue 3","https://events.aidainternational.org/EventResults-1515"
"361.","Gregory Borel","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000c2c","(France)","45 m","45 m","45","0","2012-06-06","5th Mediterranean World Cup","https://events.aidainternational.org/EventResults-921"
"362.","Andrej Ropret","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000ca5","(Slovenia)","45 m","45 m","45","0","2012-10-20","TRIPLE DEPTH 2012","https://events.aidainternational.org/EventResults-357"
"363.","Ashod Papazian","https://athletes.aidainternational.org/Profile-833e3412-13f6-46e8-80ac-9402ef6d98a6","(Egypt)","45 m","45 m","45","0","2012-10-20","TRIPLE DEPTH 2012","https://events.aidainternational.org/EventResults-357"
"364.","Spartak Golovachev","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000a6c","(Ukraine)","45 m","45 m","45","0","2012-10-20","TRIPLE DEPTH 2012","https://events.aidainternational.org/EventResults-357"
"365.","Sam Barnes","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000094b","(Australia)","45 m","45 m","45","0","2012-11-20","Suunto Vertical Blue 2012","https://events.aidainternational.org/EventResults-715"
"366.","Camilla Salling Olsen","https://athletes.aidainternational.org/Profile-82bd3218-c9f9-4cda-b114-947d0264da4c","(Denmark)","45 m","45 m","45","0","2013-08-07","Nordic Championship 2013","https://events.aidainternational.org/EventResults-1023"
"367.","Steve Benson","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000f5c","(United States)","45 m","45 m","45","0","2013-10-05","Deja Blue IV","https://events.aidainternational.org/EventResults-1578"
"368.","Kazuo Aoyama","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000009b1","(Japan)","45 m","45 m","45","0","2013-10-19","14th Manazuru Freediving Classic","https://events.aidainternational.org/EventResults-599"
"369.","Gun Hee Lee","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000018a5","(Republic of Korea)","45 m","45 m","45","0","2014-09-05","Freedive Panglao Staff Comp","https://events.aidainternational.org/EventResults-1541"
"370.","Kate Middleton","https://athletes.aidainternational.org/Profile-487ddb91-e5e3-48b1-b93a-aaf696e03171","(New Zealand)","45 m","45 m","45","0","2014-11-27","Suunto Vertical Blue","https://events.aidainternational.org/EventResults-1563"
"371.","Eric Gerritsma","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000086e","(Netherlands)","45 m","45 m","45","0","2015-06-20","Nice Abyss Contest 2015","https://events.aidainternational.org/EventResults-910"
"372.","Ronen Maman","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000016b1","(Israel)","45 m","45 m","45","0","2015-08-21","Freedive Paradise 2015","https://events.aidainternational.org/EventResults-457"
"373.","Bin-Jabal Yaquop","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000193a","(Kuwait)","45 m","45 m","45","0","2015-11-05","RedCcup","https://events.aidainternational.org/EventResults-1052"
"374.","Rodolfo Escalante","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000001669","(Mexico)","45 m","45 m","45","0","2016-10-28","Big Blue World Cup","https://events.aidainternational.org/EventResults-49"
"375.","Wayne Tu","https://athletes.aidainternational.org/Profile-cccd1d03-9e3c-43be-94c7-4d15b44ee052","(United States)","45 m","45 m","45","0","2017-03-16","CRESSI Freediving New Zealand Depth Nationals","https://events.aidainternational.org/EventResults-233"
"376.","Christopher Kim","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000016bf","(Canada)","45 m","45 m","45","0","2017-05-05","Vertical Blue 2017","https://events.aidainternational.org/EventResults-1884"
"377.","Jean-Pol Francois","https://athletes.aidainternational.org/Profile-4eb7e61c-42ba-4e0a-9211-3e0b6b3d9aca","(Belgium)","45 m","45 m","45","0","2017-06-05","Asian Freediving Cup 2017","https://events.aidainternational.org/EventResults-277"
"378.","Mohd Azam Abdul Hamid","https://athletes.aidainternational.org/Profile-8bf5e3b3-2b49-4bb7-9176-cc1735f80a98","(Malaysia)","45 m","45 m","45","0","2017-06-05","Asian Freediving Cup 2017","https://events.aidainternational.org/EventResults-277"
"379.","Julia Wheeler","https://athletes.aidainternational.org/Profile-e023ef83-2e1d-49ed-9b57-ec5aac4d566d","(Australia)","45 m","45 m","45","0","2017-08-19","Caribbean Cup 2017","https://events.aidainternational.org/EventResults-1954"
"380.","Tadahiro Kobayashi","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000014de","(Japan)","45 m","45 m","45","0","2017-08-29","AIDA World Depth Championship 2017","https://events.aidainternational.org/EventResults-1955"
"381.","Adam De La Mare","https://athletes.aidainternational.org/Profile-96203af9-05a0-48df-be05-5a34ab1f8e2b","(United Kingdom)","45 m","45 m","45","0","2018-03-31","Apnea Bali Mini Comp","https://events.aidainternational.org/EventResults-2061"
"382.","Zhenlin Fu","https://athletes.aidainternational.org/Profile-6ad276d6-b63a-4c4e-ad51-44d68e4eb0f3","(China)","45 m","45 m","45","0","2018-08-24","2018 SuperHOME Depth Chanlleng","https://events.aidainternational.org/EventResults-2091"
"383.","Sahika Ercumen","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000c33","(Turkey)","45 m","45 m","45","0","2018-08-27","Red C cup (11th Edition)","https://events.aidainternational.org/EventResults-2153"
"384.","Danail Edrev","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000017d2","(Bulgaria)","45 m","45 m","45","0","2018-09-16","Authentic Big Blue 2018","https://events.aidainternational.org/EventResults-2042"
"385.","Hanako Hirose","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000701","(Japan)","45 m","45 m","45","0","2018-09-21","Molchanova Grand Prix","https://events.aidainternational.org/EventResults-2213"
"386.","Michael Hansen","https://athletes.aidainternational.org/Profile-90c1029c-abb4-408e-8452-ca4869510dcb","(Belgium)","45 m","45 m","45","0","2018-09-22","Apnea Association of Singapore Depth Championship 2018","https://events.aidainternational.org/EventResults-2134"
"387.","Jason Yip","https://athletes.aidainternational.org/Profile-740a3113-2e41-4adc-bc93-d4e29a08dcd1","(Hong Kong)","45 m","45 m","45","0","2019-05-12","SuperHOME CUP 2019 Freediving Competition","https://events.aidainternational.org/EventResults-2336"
"388.","Cezar Sayosay","https://athletes.aidainternational.org/Profile-9481ac14-101e-4789-83ad-28a11064b4aa","(Philippines)","45 m","45 m","45","0","2019-05-19","Philippine Depth National Championship 2019","https://events.aidainternational.org/EventResults-2299"
